protocol_id,seed,transition,update_batch,variant,relation_form,fixed_relation_scale,relation_loss,relation_gradient_norm,relation_gradient_norm_ratio_to_x0,cos_relation_with_sup,cos_relation_with_assim,sup_gradient_norm,assim_gradient_norm,total_gradient_norm,b0_r0_loss_abs_error,old_model_gradient_nonnull,optimizer_step_called,all_finite,hidden_gt_usage
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,0,X0,categorical_pixel_mean,1.0,0.012214476242661476,0.1347673535346985,1.0,0.2829642593860626,-0.37871870398521423,0.5391296148300171,0.4973568320274353,0.6691734194755554,0.0,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,0,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.012740956619381905,0.3160684108734131,2.3452891414984647,0.24540136754512787,-0.5370803475379944,0.5391296148300171,0.4973568320274353,0.6737668514251709,0.0,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,1,X0,categorical_pixel_mean,1.0,0.018661625683307648,0.43258264660835266,1.0,0.005391065496951342,-0.2013097107410431,0.5538391470909119,0.3555377125740051,0.6779745221138,1.862645149230957e-09,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,1,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.021522318944334984,0.949600338935852,2.1951882406313716,0.019866010174155235,-0.2619422674179077,0.5538391470909119,0.3555377125740051,1.0380851030349731,1.862645149230957e-09,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,2,X0,categorical_pixel_mean,1.0,0.02055913396179676,0.39238980412483215,1.0,-0.02643023058772087,0.40878036618232727,0.3918122351169586,0.8572579622268677,1.2304874658584595,0.0,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,2,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.023140160366892815,0.766726016998291,1.9539906718737527,-0.09609954804182053,0.2551210820674896,0.3918122351169586,0.8572579622268677,1.3995378017425537,0.0,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,3,X0,categorical_pixel_mean,1.0,0.01332362461835146,0.2549496591091156,1.0,0.1771182417869568,-0.1888565570116043,0.37028223276138306,0.6351574659347534,0.7952417731285095,0.0,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,3,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.01758287288248539,0.7533074021339417,2.954729983818235,0.11974674463272095,-0.2174738049507141,0.37028223276138306,0.6351574659347534,1.010596752166748,0.0,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,4,X0,categorical_pixel_mean,1.0,0.015909066423773766,0.3124344050884247,1.0,-0.33413878083229065,-0.08131401985883713,0.3000469207763672,0.2811214327812195,0.42419686913490295,1.862645149230957e-09,0,False,True,none
bprcseg_x1_exploratory,0,REFUGE->RIM_ONE_r3,4,X1,top2_pairwise_class_balanced_div_num_classes,0.3333333333333333,0.016613511368632317,0.6001498103141785,1.9208825934017255,-0.34323635697364807,-0.039940815418958664,0.3000469207763672,0.2811214327812195,0.6183422207832336,1.862645149230957e-09,0,False,True,none
