seed,memory_source,transition,current_site,historical_site,historical_site_index,class_id,case_count,shrinkage,static_oracle_cosine,full_shift_oracle_cosine,shrinkage_oracle_cosine,shrinkage_minus_static,full_shift_minus_static
2,labeled,0_to_1,RIM_ONE_r3,REFUGE,0,1,16,0.9834407263759983,0.6664139032363892,0.729501485824585,0.7317773699760437,0.06536346673965454,0.0630875825881958
2,labeled,0_to_1,RIM_ONE_r3,REFUGE,0,2,16,0.9895773819628478,0.38973164558410645,0.9100825190544128,0.9107819199562073,0.5210502743721008,0.5203508734703064
2,labeled,1_to_2,Drishti_GS,REFUGE,0,1,10,0.9925328214474657,-0.26737579703330994,0.802799642086029,0.8006650805473328,1.0680408775806427,1.070175439119339
2,labeled,1_to_2,Drishti_GS,REFUGE,0,2,10,0.9874297178064813,-0.4532020092010498,0.862471342086792,0.8589487671852112,1.312150776386261,1.3156733512878418
2,labeled,1_to_2,Drishti_GS,RIM_ONE_r3,1,1,10,0.9925328214474657,-0.6215704679489136,0.7480685710906982,0.744870126247406,1.3664405941963196,1.3696390390396118
2,labeled,1_to_2,Drishti_GS,RIM_ONE_r3,1,2,10,0.9874297178064813,-0.44735586643218994,0.9067249298095703,0.9033695459365845,1.3507254123687744,1.3540807962417603
2,combined,0_to_1,RIM_ONE_r3,REFUGE,0,1,16,0.9834407263759983,0.6557232737541199,0.7211991548538208,0.7234054803848267,0.06768220663070679,0.06547588109970093
2,combined,0_to_1,RIM_ONE_r3,REFUGE,0,2,16,0.9895773819628478,0.36852362751960754,0.9047125577926636,0.9053367376327515,0.5368131101131439,0.536188930273056
2,combined,1_to_2,Drishti_GS,REFUGE,0,1,10,0.9925328214474657,-0.2527026832103729,0.8051367402076721,0.8030415773391724,1.0557442605495453,1.057839423418045
2,combined,1_to_2,Drishti_GS,REFUGE,0,2,10,0.9874297178064813,-0.4397623538970947,0.862074613571167,0.8585797548294067,1.2983421087265015,1.3018369674682617
2,combined,1_to_2,Drishti_GS,RIM_ONE_r3,1,1,10,0.9925328214474657,-0.62947678565979,0.7450469732284546,0.7418123483657837,1.3712891340255737,1.3745237588882446
2,combined,1_to_2,Drishti_GS,RIM_ONE_r3,1,2,10,0.9874297178064813,-0.4472751319408417,0.9124166965484619,0.9091271162033081,1.3564022481441498,1.3596918284893036
