seed,transition,update_batch,lambda_relation,lambda_assim,kappa_i,kappa_p,relation_gradient_norm,assimilation_gradient_norm,kappa_ifc_gradient_norm,kappa_pfc_gradient_norm,c0_total_gradient_norm,c3_total_gradient_norm,ifc_to_relation_ratio,pfc_to_assimilation_ratio,c3_to_c0_total_ratio,ifc_supervised_cosine,ifc_relation_cosine,ifc_assimilation_cosine,pfc_supervised_cosine,pfc_relation_cosine,pfc_assimilation_cosine,c3_supervised_cosine,c3_relation_cosine,c3_assimilation_cosine,finite,old_model_gradient_nonnull,pseudo_valid_pixels
0,REFUGE->RIM_ONE_r3,0,1.0,1.0,0.07106708362698555,0.9289329163730145,0.1498851329088211,0.8300902843475342,0.09673380851745605,1.822203516960144,0.9699146747589111,2.2238259315490723,0.6453862810816712,2.195187139664487,2.2928057378880697,0.08917968720197678,0.193050354719162,0.10447733104228973,-0.11267194151878357,0.0349351204931736,0.220818892121315,0.1429477035999298,0.1264294534921646,0.5875738263130188,True,0,36423
0,REFUGE->RIM_ONE_r3,1,1.0,1.0,0.07106708362698555,0.9289329163730145,0.16056665778160095,0.1392775923013687,0.04486483708024025,2.0678768157958984,0.28972241282463074,2.0784740447998047,0.27941565017355197,14.847160850694696,7.174018829043464,0.18718747794628143,-0.08377566933631897,-0.37790632247924805,0.2723497450351715,-0.5055562853813171,-0.14133653044700623,0.3715652525424957,-0.4602508544921875,-0.1255887895822525,True,0,36375
0,REFUGE->RIM_ONE_r3,2,1.0,1.0,0.07106708362698555,0.9289329163730145,0.30105188488960266,0.13756825029850006,0.060166943818330765,1.6130499839782715,0.4235030710697174,1.6148340702056885,0.19985572865751797,11.72545249705672,3.813039811321352,-0.40968024730682373,0.49462947249412537,-0.31902360916137695,0.26743951439857483,-0.6128838658332825,0.2850397527217865,0.45801499485969543,-0.561077892780304,0.39910659193992615,True,0,36412
0,REFUGE->RIM_ONE_r3,3,1.0,1.0,0.07106708362698555,0.9289329163730145,0.16042876243591309,0.5189470052719116,0.07176205515861511,1.6646959781646729,0.662675142288208,1.7174904346466064,0.4473141478435458,3.2078342513845426,2.5917532212180707,-0.243152916431427,0.025256508961319923,0.34150147438049316,-0.17037992179393768,-0.10746703296899796,-0.03394037485122681,0.06337597966194153,0.04051930084824562,0.2283831238746643,True,0,36214
0,REFUGE->RIM_ONE_r3,4,1.0,1.0,0.07106708362698555,0.9289329163730145,0.26089781522750854,0.49569299817085266,0.04410610347986221,1.0477735996246338,0.738135576248169,1.3717455863952637,0.16905508940885816,2.113755093356177,1.858392455987067,-0.015477648936212063,0.569266140460968,0.04412699118256569,-0.0735716000199318,0.20545974373817444,0.12819376587867737,0.25618794560432434,0.387518972158432,0.5433872938156128,True,0,35966
0,REFUGE->RIM_ONE_r3,5,1.0,1.0,0.07106708362698555,0.9289329163730145,0.38954707980155945,0.9551265835762024,0.056194502860307693,1.375697135925293,1.2876255512237549,2.227346420288086,0.14425599824527996,1.4403296480078929,1.729809118940847,-0.08232520520687103,-0.5191709995269775,-0.6003803014755249,-0.032944273203611374,0.4803544282913208,0.4044421315193176,0.06307423859834671,0.7770223617553711,0.7876378297805786,True,0,36088
0,REFUGE->RIM_ONE_r3,6,1.0,1.0,0.07106708362698555,0.9289329163730145,0.12629027664661407,0.40553534030914307,0.026409361511468887,1.487296223640442,0.5670897960662842,1.6396334171295166,0.20911634856393307,3.6674885658711354,2.8913117966556894,-0.0441310815513134,0.17123576998710632,0.32377660274505615,-0.13002799451351166,0.08594966679811478,0.16899938881397247,0.1216323971748352,0.1891305148601532,0.42387938499450684,True,0,36179
0,REFUGE->RIM_ONE_r3,7,1.0,1.0,0.07106708362698555,0.9289329163730145,0.2168733924627304,0.28803887963294983,0.0396699495613575,0.9168660044670105,0.8230016231536865,1.324617862701416,0.18291754977814884,3.183132796639745,1.6094960513268126,-0.05672062560915947,-0.021178605034947395,0.1118108332157135,0.08622442930936813,0.16433559358119965,0.09119190275669098,0.620546281337738,0.44075679779052734,0.21402022242546082,True,0,35744
0,REFUGE->RIM_ONE_r3,8,1.0,1.0,0.07106708362698555,0.9289329163730145,0.2168368548154831,0.3419599235057831,0.03541239723563194,0.8259604573249817,0.38120970129966736,0.8780572414398193,0.16331355325074262,2.4153720964059504,2.303344428135585,-0.11777046322822571,0.1715034544467926,0.2675175368785858,-0.10169767588376999,-0.08626828342676163,-0.0030087409541010857,-0.02728167735040188,0.17846208810806274,0.2882283627986908,True,0,35911
0,REFUGE->RIM_ONE_r3,9,1.0,1.0,0.07106708362698555,0.9289329163730145,0.6516544818878174,0.7141456604003906,0.26470422744750977,1.4784942865371704,1.120641827583313,1.5631699562072754,0.40620334058114976,2.070297935729586,1.3948881058440263,-0.22146925330162048,0.7937241196632385,0.2825148403644562,0.3114694356918335,-0.6240447759628296,-0.04420188441872597,0.2936207056045532,0.07579675316810608,0.6299589276313782,True,0,36007
